%time;field.yaw_measurement;field.distance_wall
1.63179E+18;-5.32371E+11;4.26813E+11
1.63179E+18;-5.32371E+11;4.26453E+11
1.63179E+18;-5.32371E+11;4.2611E+11
1.63179E+18;-5.32371E+11;4.25689E+11
1.63179E+18;-5.32371E+11;4.2534E+11
1.63179E+18;-5.32371E+11;4.24892E+11
1.63179E+18;-5.32371E+11;4.24512E+11
1.63179E+18;-5.32371E+11;4.24152E+11
1.63179E+18;-5.32371E+11;4.23659E+11
1.63179E+18;-5.32371E+11;4.23282E+11
1.63179E+18;-5.32371E+11;4.22885E+11
1.63179E+18;-5.32371E+11;4.22527E+11
1.63179E+18;-5.35649E+11;4.19345E+11
1.63179E+18;-5.35649E+11;41885137558
1.63179E+18;-5.35649E+11;41848449707
1.63179E+18;-5.35649E+11;41807641983
1.63179E+18;-5.35649E+11;41771030426
1.63179E+18;-5.35649E+11;4.17367E+11
1.63179E+18;-5.35649E+11;4.1693E+11
1.63179E+18;-5.35649E+11;41657910347
1.63179E+18;-5.35649E+11;4.16181E+11
1.63179E+18;-5.35649E+11;4.15841E+11
1.63179E+18;-5.35649E+11;4.15524E+11
1.63179E+18;-5.35649E+11;4.15103E+11
1.63179E+18;-5.35649E+11;4.14777E+11
1.63179E+18;-5.35649E+11;4.14355E+11
1.63179E+18;-5.35649E+11;41399974823
1.63179E+18;-5.35649E+11;4.13664E+11
1.63179E+18;-5.35253E+11;4140832901
1.63179E+18;-5.35253E+11;4.1375E+11
1.63179E+18;-5.35253E+11;41334438324
1.63179E+18;-5.35253E+11;4.12993E+11
1.63179E+18;-5.35253E+11;4.12656E+11
1.63179E+18;-5.35253E+11;41225643158
1.63179E+18;-5.35253E+11;4.11917E+11
1.63179E+18;-5.35253E+11;4115483284
1.63179E+18;-5.35253E+11;4.11217E+11
1.63179E+18;-5.35253E+11;4.10903E+11
1.63179E+18;-5.35253E+11;4.10432E+11
1.63179E+18;-5.35253E+11;4.10073E+11
1.63179E+18;-5.35253E+11;4.0971E+11
1.63179E+18;-5.35253E+11;40937666893
1.63179E+18;-5.35253E+11;4.09063E+11
1.63179E+18;-5.35253E+11;4.08531E+11
1.63179E+18;-5.35253E+11;4.08164E+11
1.63179E+18;-5.38297E+11;4.08093E+11
1.63179E+18;-5.38297E+11;4.07766E+11
1.63179E+18;-5.38297E+11;4.07457E+11
1.63179E+18;-5.38297E+11;4.07067E+11
1.63179E+18;-5.38297E+11;4.06746E+11
1.63179E+18;-5.38297E+11;4.06343E+11
1.63179E+18;-5.38297E+11;4.06007E+11
1.63179E+18;-5.38297E+11;4.0569E+11
1.63179E+18;-5.38297E+11;4.05297E+11
1.63179E+18;-5.38297E+11;4.04973E+11
1.63179E+18;-5.38297E+11;4.04573E+11
1.63179E+18;-5.38297E+11;4.04229E+11
1.63179E+18;-5.38297E+11;4.03902E+11
1.63179E+18;-5.38297E+11;4.0351E+11
1.63179E+18;-5.38297E+11;40317902565
1.63179E+18;-5.38297E+11;4.02703E+11
1.63179E+18;-5.33457E+11;4.02572E+11
1.63179E+18;-5.33457E+11;40218629837
1.63179E+18;-5.33457E+11;4.01735E+11
1.63179E+18;-5.33457E+11;4.01339E+11
1.63179E+18;-5.33457E+11;4.00906E+11
1.63179E+18;-5.33457E+11;4.00513E+11
1.63179E+18;-5.33457E+11;40013628006
1.63179E+18;-5.33457E+11;39976785183
1.63179E+18;-5.33457E+11;3.99421E+11
1.63179E+18;-5.33457E+11;3.99034E+11
